country,continent,year,lifeExp,pop,gdpPercap
Argentina,Americas,1966.4206803611273,65.634,22934225,8052.953021
Argentina,Americas,1970.8928175160247,67.065,24779799,9443.038526
Argentina,Americas,1976.5720136373236,68.481,26983828,10079.02674
Argentina,Americas,1982.8647715402913,69.942,29341374,8997.897412
Argentina,Americas,1986.4190636058431,70.774,31620918,9139.671389
Argentina,Americas,1992.3687929305445,71.868,33958947,9308.41871
Argentina,Americas,1996.9443070227476,73.275,36203463,10967.28195
Argentina,Americas,2000.5016427635903,74.34,38331121,8797.640716
Argentina,Americas,2008.137198989033,75.32,40301927,12779.37964
Australia,Oceania,1951.2034443763066,69.12,8691212,10039.59564
Australia,Oceania,1958.063488498943,70.33,9712569,10949.64959
Australia,Oceania,1962.7241805782385,70.93,10794968,12217.22686
Australia,Oceania,1966.0446559403028,71.1,11872264,14526.12465
Australia,Oceania,1972.3070103792868,71.93,13177000,16788.62948
Australia,Oceania,1977.9934488730125,73.49,14074100,18334.19751
Australia,Oceania,1980.9225647615133,74.74,15184200,19477.00928
Australia,Oceania,1987.0015607237124,76.32,16257249,21888.88903
Australia,Oceania,1992.7508212129228,77.56,17481977,23424.76683
Australia,Oceania,1996.633458517548,78.83,18565243,26997.93657
Australia,Oceania,2001.3518466285104,80.37,19546792,30687.75473
Australia,Oceania,2008.368607468544,81.235,20434176,34435.36744
Austria,Europe,1951.105394753792,66.8,6927772,6137.076492
Austria,Europe,1958.343502005383,67.48,6965860,8842.59803
Austria,Europe,1962.602854402018,69.54,7129864,10750.72111
Austria,Europe,1967.6852766187355,70.14,7376998,12834.6024
Austria,Europe,1972.3198739348436,70.63,7544201,16661.6256
Austria,Europe,1977.086579912719,72.17,7568430,19749.4223
Austria,Europe,1983.1336571773206,73.18,7574613,21597.08362
Austria,Europe,1987.3607947284816,74.94,7578903,23687.82607
Austria,Europe,1993.4352474164605,76.04,7914969,27042.01868
Austria,Europe,1997.4961790569357,77.51,8069876,29095.92066
Austria,Europe,2001.3814073562612,78.98,8148312,32417.60769
Austria,Europe,2006.6843565188356,79.829,8199783,36126.4927
Bahrain,Asia,1952.5823928441523,50.939,120447,9867.084765
Bahrain,Asia,1957.4286869710015,53.832,138655,11635.79945
Bahrain,Asia,1962.0184456410461,56.923,171863,12753.27514
Bahrain,Asia,1965.671991168166,59.923,202182,14804.6727
Bahrain,Asia,1973.2386661070418,63.3,230800,18268.65839
Bahrain,Asia,1976.355052556113,65.593,297410,19340.10196
Bahrain,Asia,1982.6905205232977,69.052,377967,19211.14731
Bahrain,Asia,1986.5425424072207,70.75,454612,18524.02406
Bahrain,Asia,1990.7245598489003,72.601,529491,19035.57917
Bahrain,Asia,1997.4191440496998,73.925,598561,20292.01679
Bahrain,Asia,2001.8699060225688,74.795,656397,23403.55927
Bahrain,Asia,2005.8426173112982,75.635,708573,29796.04834
Bangladesh,Asia,1952.776024886706,37.484,46886859,684.2441716
Bangladesh,Asia,1955.9123980960785,39.348,51365468,661.6374577
Bangladesh,Asia,1961.7801909689538,41.216,56839289,686.3415538
Bangladesh,Asia,1965.631609776719,43.453,62821884,721.1860862
Bangladesh,Asia,1970.5766083212009,45.252,70759295,630.2336265
Bangladesh,Asia,1975.9523283640242,46.923,80428306,659.8772322
Bangladesh,Asia,1982.2726601899221,50.009,93074406,676.9818656
Bangladesh,Asia,1988.2378528235581,52.819,103764241,751.9794035
Bangladesh,Asia,1993.0498970797412,56.018,113704579,837.8101643
Bangladesh,Asia,1996.352048763539,59.412,123315288,972.7700352
Bangladesh,Asia,2002.8262025109834,62.013,135656790,1136.39043
Bangladesh,Asia,2007.7135789898014,64.062,150448339,1391.253792
Belgium,Europe,1951.5218300481883,68.0,8730405,8343.105127
Belgium,Europe,1958.1950857356733,69.24,8989111,9714.960623
Belgium,Europe,1962.5533473301941,70.25,9218400,10991.20676
Belgium,Europe,1965.5816709824867,70.94,9556500,13149.04119
Belgium,Europe,1971.8119395177027,71.44,9709100,16672.14356
Belgium,Europe,1977.8988045492683,72.8,9821800,19117.97448
Belgium,Europe,1983.2243787096559,73.93,9856303,20979.84589
Belgium,Europe,1988.1953459612503,75.35,9870200,22525.56308
Belgium,Europe,1990.5694913623922,76.46,10045622,25575.57069
Belgium,Europe,1995.719638107113,77.53,10199787,27561.19663
Belgium,Europe,2002.4524070627415,78.32,10311970,30485.88375
Belgium,Europe,2005.9887217664846,79.441,10392226,33692.60508
Benin,Africa,1951.0989974039849,38.223,1738315,1062.7522
Benin,Africa,1957.690601481223,40.358,1925173,959.6010805
Benin,Africa,1963.372692849416,42.618,2151895,949.4990641
Benin,Africa,1965.8800286129433,44.885,2427334,1035.831411
Benin,Africa,1970.7956925237727,47.014,2761407,1085.796879
Benin,Africa,1977.9601480071126,49.19,3168267,1029.161251
Benin,Africa,1982.7879715849615,50.904,3641603,1277.897616
Benin,Africa,1986.4903708768102,52.337,4243788,1225.85601
Benin,Africa,1990.7422945867593,53.919,4981671,1191.207681
Benin,Africa,1997.482313051268,54.777,6066080,1232.975292
Benin,Africa,2001.1296203652983,54.406,7026113,1372.877931
Benin,Africa,2007.0694285539166,56.728,8078314,1441.284873
Bolivia,Americas,1953.0833478572213,40.414,2883315,2677.326347
Bolivia,Americas,1957.3806179952169,41.89,3211738,2127.686326
Bolivia,Americas,1961.4034978025636,43.428,3593918,2180.972546
Bolivia,Americas,1966.269259632646,45.032,4040665,2586.886053
Bolivia,Americas,1971.5312056516757,46.714,4565872,2980.331339
Bolivia,Americas,1978.4296926335542,50.023,5079716,3548.097832
Bolivia,Americas,1981.6160936966467,53.859,5642224,3156.510452
Bolivia,Americas,1986.8496849442681,57.251,6156369,2753.69149
Bolivia,Americas,1992.613946921721,59.957,6893451,2961.699694
Bolivia,Americas,1997.1460796006013,62.05,7693188,3326.143191
Bolivia,Americas,2003.14846858442,63.883,8445134,3413.26269
Bolivia,Americas,2005.5828746678196,65.554,9119152,3822.137084
Bosnia and Herzegovina,Europe,1950.5013721575833,53.82,2791000,973.5331948
Bosnia and Herzegovina,Europe,1956.7079997248054,58.45,3076000,1353.989176
Bosnia and Herzegovina,Europe,1961.2752753703226,61.93,3349000,1709.683679
Bosnia and Herzegovina,Europe,1965.5309088794988,64.79,3585000,2172.352423
Bosnia and Herzegovina,Europe,1971.3328303678766,67.45,3819000,2860.16975
Bosnia and Herzegovina,Europe,1977.6553807877851,69.86,4086000,3528.481305
Bosnia and Herzegovina,Europe,1981.2955675070402,70.69,4172693,4126.613157
Bosnia and Herzegovina,Europe,1987.558732507619,71.14,4338977,4314.114757
Bosnia and Herzegovina,Europe,1992.1535516376102,72.178,4256013,2546.781445
Bosnia and Herzegovina,Europe,1996.4686870406847,73.244,3607000,4766.355904
Bosnia and Herzegovina,Europe,2000.5955292296794,74.09,4165416,6018.975239
Bosnia and Herzegovina,Europe,2008.1881936963632,74.852,4552198,7446.298803
Botswana,Africa,1950.702267290734,47.622,442308,851.2411407
Botswana,Africa,1956.7299258158691,49.618,474639,918.2325349
Botswana,Africa,1962.2834363811317,51.52,512764,983.6539764
Botswana,Africa,1965.8295057586458,53.298,553541,1214.709294
Botswana,Africa,1973.3907867537382,56.024,619351,2263.611114
Botswana,Africa,1976.9216051960873,59.319,781472,3214.857818
Botswana,Africa,1981.740084638957,61.484,970347,4551.14215
Botswana,Africa,1985.725348402449,63.622,1151184,6205.88385
Botswana,Africa,1991.6566489644113,62.745,1342614,7954.111645
Botswana,Africa,1997.2786839980097,52.556,1536536,8647.142313
Botswana,Africa,2002.7982121008918,46.634,1630347,11003.60508
Botswana,Africa,2006.0286911641576,50.728,1639131,12569.85177
Brazil,Americas,1950.6525341285528,50.917,56602560,2108.944355
Brazil,Americas,1957.8907766168945,53.285,65551171,2487.365989
Brazil,Americas,1962.7609204053033,55.665,76039390,3336.585802
Brazil,Americas,1966.8870716118777,57.632,88049823,3429.864357
Brazil,Americas,1972.2772950600615,59.504,100840058,4985.711467
Brazil,Americas,1976.3193093872856,61.489,114313951,6660.118654
Brazil,Americas,1980.9559518516578,63.336,128962939,7030.835878
Brazil,Americas,1987.5682028483989,65.205,142938076,7807.095818
Brazil,Americas,1991.2235025019143,67.057,155975974,6950.283021
Brazil,Americas,1996.7999544237384,69.388,168546719,7957.980824
Brazil,Americas,2003.0308881933433,71.006,179914212,8131.212843
Brazil,Americas,2005.5902699393407,72.39,190010647,9065.800825
Bulgaria,Europe,1952.939634206109,59.6,7274900,2444.286648
Bulgaria,Europe,1958.3388437454141,66.61,7651254,3008.670727
Bulgaria,Europe,1961.8809630516146,69.51,8012946,4254.337839
Bulgaria,Europe,1966.389607109609,70.42,8310226,5577.0028
Bulgaria,Europe,1973.1851897767135,70.9,8576200,6597.494398
Bulgaria,Europe,1977.467153008375,70.81,8797022,7612.240438
Bulgaria,Europe,1982.323270408728,71.08,8892098,8224.191647
Bulgaria,Europe,1987.6492249182083,71.34,8971958,8239.854824
Bulgaria,Europe,1990.610490336659,71.19,8658506,6302.623438
Bulgaria,Europe,1997.2048882053498,70.32,8066057,5970.38876
Bulgaria,Europe,2002.2469249964843,72.14,7661799,7696.777725
Bulgaria,Europe,2007.0151995850567,73.005,7322858,10680.79282
Burkina Faso,Africa,1952.63956037307,31.975,4469979,543.2552413
Burkina Faso,Africa,1956.205505283484,34.906,4713416,617.1834648
Burkina Faso,Africa,1962.2433823699205,37.814,4919632,722.5120206
Burkina Faso,Africa,1965.7737471093947,40.697,5127935,794.8265597
Burkina Faso,Africa,1973.2679933439838,43.591,5433886,854.7359763
Burkina Faso,Africa,1977.595567472562,46.137,5889574,743.3870368
Burkina Faso,Africa,1982.4020837503022,48.122,6634596,807.1985855
Burkina Faso,Africa,1986.0161585294989,49.557,7586551,912.0631417
Burkina Faso,Africa,1992.3379396307346,50.26,8878303,931.7527731
Burkina Faso,Africa,1997.8644773273263,50.324,10352843,946.2949618
Burkina Faso,Africa,2002.1519048509072,50.65,12251209,1037.645221
Burkina Faso,Africa,2006.3979690762626,52.295,14326203,1217.032994
Burundi,Africa,1951.0421020640383,39.031,2445618,339.2964587
Burundi,Africa,1955.665449777357,40.533,2667518,379.5646281
Burundi,Africa,1961.103861839081,42.045,2961915,355.2032273
Burundi,Africa,1967.84010589073,43.548,3330989,412.9775136
Burundi,Africa,1972.193187098366,44.057,3529983,464.0995039
Burundi,Africa,1977.156109556979,45.91,3834415,556.1032651
Burundi,Africa,1983.288182610421,47.471,4580410,559.603231
Burundi,Africa,1988.3985415381298,48.211,5126023,621.8188189
Burundi,Africa,1992.2042693876194,44.736,5809236,631.6998778
Burundi,Africa,1996.1370637762907,45.326,6121610,463.1151478
Burundi,Africa,2002.475379926444,47.36,7021078,446.4035126
Burundi,Africa,2006.3121655869563,49.58,8390505,430.0706916
Cambodia,Asia,1953.2905869271788,39.417,4693836,368.4692856
Cambodia,Asia,1958.1637400887935,41.366,5322536,434.0383364
Cambodia,Asia,1962.4504950682428,43.415,6083619,496.9136476
Cambodia,Asia,1967.9860723050078,45.415,6960067,523.4323142
Cambodia,Asia,1972.8028387236373,40.317,7450606,421.6240257
Cambodia,Asia,1975.6022710350692,31.22,6978607,524.9721832
Cambodia,Asia,1983.1550707874364,50.957,7272485,624.4754784
Cambodia,Asia,1987.0776438444443,53.914,8371791,683.8955732
Cambodia,Asia,1991.8313036734116,55.803,10150094,682.3031755
Cambodia,Asia,1996.4056041012943,56.534,11782962,734.28517
Cambodia,Asia,2002.899452624812,56.752,12926707,896.2260153
Cambodia,Asia,2007.0639472687278,59.723,14131858,1713.778686
Cameroon,Africa,1951.279066040643,38.523,5009067,1172.667655
Cameroon,Africa,1958.1229997086775,40.428,5359923,1313.048099
Cameroon,Africa,1963.2175233466062,42.643,5793633,1399.607441
Cameroon,Africa,1966.3874440046764,44.799,6335506,1508.453148
Cameroon,Africa,1970.8215712222561,47.049,7021028,1684.146528
Cameroon,Africa,1975.6883185591673,49.355,7959865,1783.432873
Cameroon,Africa,1982.7353444325263,52.961,9250831,2367.983282
Cameroon,Africa,1985.5415781298502,54.985,10780667,2602.664206
Cameroon,Africa,1990.9908053699153,54.314,12467171,1793.163278
Cameroon,Africa,1995.8005552850325,52.199,14195809,1694.337469
Cameroon,Africa,2002.1071024653718,49.856,15929988,1934.011449
Cameroon,Africa,2008.2525175758963,50.43,17696293,2042.09524
Canada,Americas,1952.433998931625,68.75,14785584,11367.16112
Canada,Americas,1955.5456501345593,69.96,17010154,12489.95006
Canada,Americas,1961.1400621050348,71.3,18985849,13462.48555
Canada,Americas,1965.8080556563377,72.13,20819767,16076.58803
Canada,Americas,1971.2668769402103,72.88,22284500,18970.57086
Canada,Americas,1976.6595581779566,74.21,23796400,22090.88306
Canada,Americas,1981.2256428543592,75.76,25201900,22898.79214
Canada,Americas,1985.7831955849533,76.86,26549700,26626.51503
Canada,Americas,1992.5555798640323,77.95,28523502,26342.88426
Canada,Americas,1998.4119804700933,78.61,30305843,28954.92589
Canada,Americas,2001.8795769773305,79.77,31902268,33328.96507
Canada,Americas,2005.600683210468,80.653,33390141,36319.23501
Central African Republic,Africa,1952.2848976237244,35.463,1291695,1071.310713
Central African Republic,Africa,1958.3068221605074,37.464,1392284,1190.844328
Central African Republic,Africa,1962.6727862135144,39.475,1523478,1193.068753
Central African Republic,Africa,1967.5577576298706,41.478,1733638,1136.056615
Central African Republic,Africa,1971.9023906472137,43.457,1927260,1070.013275
Central African Republic,Africa,1977.0634455424722,46.775,2167533,1109.374338
Central African Republic,Africa,1981.4171931340259,48.295,2476971,956.7529907
Central African Republic,Africa,1986.922698630634,50.485,2840009,844.8763504
Central African Republic,Africa,1991.4757714613881,49.396,3265124,747.9055252
Central African Republic,Africa,1998.4136877848605,46.066,3696513,740.5063317
Central African Republic,Africa,2001.4112801036288,43.308,4048013,738.6906068
Central African Republic,Africa,2006.2708475598731,44.741,4369038,706.016537
Chad,Africa,1951.2465054887662,38.092,2682462,1178.665927
Chad,Africa,1958.420204629815,39.881,2894855,1308.495577
Chad,Africa,1960.6515558428634,41.716,3150417,1389.817618
Chad,Africa,1966.7113467788301,43.601,3495967,1196.810565
Chad,Africa,1971.6702418712237,45.569,3899068,1104.103987
Chad,Africa,1975.6018322426924,47.383,4388260,1133.98495
Chad,Africa,1983.2700351549045,49.517,4875118,797.9081006
Chad,Africa,1986.172420558364,51.051,5498955,952.386129
Chad,Africa,1992.4657100630868,51.724,6429417,1058.0643
Chad,Africa,1996.5044222440745,51.573,7562011,1004.961353
Chad,Africa,2002.9101548015017,50.525,8835739,1156.18186
Chad,Africa,2006.3181020261459,50.651,10238807,1704.063724
Chile,Americas,1951.326757858892,54.745,6377619,3939.978789
Chile,Americas,1955.8921743196395,56.074,7048426,4315.622723
Chile,Americas,1962.853782622785,57.924,7961258,4519.094331
Chile,Americas,1965.9641554621774,60.523,8858908,5106.654313
Chile,Americas,1973.234731010732,63.441,9717524,5494.024437
Chile,Americas,1976.1537284170765,67.052,10599793,4756.763836
Chile,Americas,1981.8337073568098,70.565,11487112,5095.665738
Chile,Americas,1986.7832589724574,72.492,12463354,5547.063754
Chile,Americas,1991.1329337725276,74.126,13572994,7596.125964
Chile,Americas,1998.2098205754066,75.816,14599929,10118.05318
Chile,Americas,2000.5628786268694,77.86,15497046,10778.78385
Chile,Americas,2005.6374134775197,78.553,16284741,13171.63885
China,Asia,1953.2982461203387,44.0,556263527,400.448611
China,Asia,1958.119002529836,50.54896,637408000,575.9870009
China,Asia,1962.2365419014063,44.50136,665770000,487.6740183
China,Asia,1966.6838312033465,58.38112,754550000,612.7056934
China,Asia,1972.8829835699578,63.11888,862030000,676.9000921
China,Asia,1978.275562291319,63.96736,943455000,741.2374699
China,Asia,1983.4750927023508,65.525,1000281000,962.4213805
China,Asia,1986.6422758241442,67.274,1084035000,1378.904018
China,Asia,1992.3732127869089,68.69,1164970000,1655.784158
China,Asia,1998.3474509019695,70.426,1230075000,2289.234136
China,Asia,2001.735249848639,72.028,1280400000,3119.280896
China,Asia,2006.0316204355943,72.961,1318683096,4959.114854
Colombia,Americas,1952.7276742951426,50.643,12350771,2144.115096
Colombia,Americas,1955.6340043153075,55.118,14485993,2323.805581
Colombia,Americas,1962.6431364634793,57.863,17009885,2492.351109
Colombia,Americas,1965.7809945311544,59.963,19764027,2678.729839
Colombia,Americas,1972.790578753028,61.623,22542890,3264.660041
Colombia,Americas,1976.2269233647214,63.837,25094412,3815.80787
Colombia,Americas,1982.093368160973,66.653,27764644,4397.575659
Colombia,Americas,1987.0451103170103,67.768,30964245,4903.2191
Colombia,Americas,1991.9961679437445,68.421,34202721,5444.648617
Colombia,Americas,1996.2065797324842,70.313,37657830,6117.361746
Colombia,Americas,2002.7255415433403,71.682,41008227,5755.259962
Colombia,Americas,2007.3931645470927,72.889,44227550,7006.580419
Comoros,Africa,1951.426848133454,40.715,153936,1102.990936
Comoros,Africa,1958.36160882309,42.46,170928,1211.148548
Comoros,Africa,1962.7346945630493,44.467,191689,1406.648278
Comoros,Africa,1967.164656598616,46.472,217378,1876.029643
Comoros,Africa,1973.100840014585,48.944,250027,1937.577675
Comoros,Africa,1977.2212698841654,50.939,304739,1172.603047
Comoros,Africa,1982.9221429492695,52.933,348643,1267.100083
Comoros,Africa,1988.0134463271559,54.926,395114,1315.980812
Comoros,Africa,1991.1590904282957,57.939,454429,1246.90737
Comoros,Africa,1997.7122212846273,60.66,527982,1173.618235
Comoros,Africa,2001.9594167751545,62.974,614382,1075.811558
Comoros,Africa,2005.698120513928,65.152,710960,986.1478792
"Congo, Dem. Rep.",Africa,1951.4394360659678,39.143,14100005,780.5423257
"Congo, Dem. Rep.",Africa,1956.7270935801976,40.652,15577932,905.8602303
"Congo, Dem. Rep.",Africa,1962.7974599364195,42.122,17486434,896.3146335
"Congo, Dem. Rep.",Africa,1967.4942052025156,44.056,19941073,861.5932424
"Congo, Dem. Rep.",Africa,1971.3649135140909,45.989,23007669,904.8960685
"Congo, Dem. Rep.",Africa,1976.581943624148,47.804,26480870,795.757282
"Congo, Dem. Rep.",Africa,1982.8778938892083,47.784,30646495,673.7478181
"Congo, Dem. Rep.",Africa,1988.2701275902184,47.412,35481645,672.774812
"Congo, Dem. Rep.",Africa,1990.8832188639578,45.548,41672143,457.7191807
"Congo, Dem. Rep.",Africa,1995.5562837384302,42.587,47798986,312.188423
"Congo, Dem. Rep.",Africa,2002.0038864072337,44.966,55379852,241.1658765
"Congo, Dem. Rep.",Africa,2007.9863960494947,46.462,64606759,277.5518587
"Congo, Rep.",Africa,1953.2970011668801,42.111,854885,2125.621418
"Congo, Rep.",Africa,1958.1421224789267,45.053,940458,2315.056572
"Congo, Rep.",Africa,1962.202739155709,48.435,1047924,2464.783157
"Congo, Rep.",Africa,1965.7757210147981,52.04,1179760,2677.939642
"Congo, Rep.",Africa,1972.3521016898123,54.907,1340458,3213.152683
"Congo, Rep.",Africa,1975.7217506215277,55.625,1536769,3259.178978
"Congo, Rep.",Africa,1981.0013764142004,56.695,1774735,4879.507522
"Congo, Rep.",Africa,1986.7850571406082,57.47,2064095,4201.194937
"Congo, Rep.",Africa,1990.6813352192496,56.433,2409073,4016.239529
"Congo, Rep.",Africa,1996.9308493191168,52.962,2800947,3484.164376
"Congo, Rep.",Africa,2001.4945505249514,52.97,3328795,3484.06197
"Congo, Rep.",Africa,2008.3498876287188,55.322,3800610,3632.557798
Costa Rica,Americas,1950.657057879118,57.206,926317,2627.009471
Costa Rica,Americas,1955.6632865025547,60.026,1112300,2990.010802
Costa Rica,Americas,1962.2962946495024,62.842,1345187,3460.937025
Costa Rica,Americas,1968.0727054948893,65.424,1588717,4161.727834
Costa Rica,Americas,1971.890630399718,67.849,1834796,5118.146939
Costa Rica,Americas,1975.6834450586405,70.75,2108457,5926.876967
Costa Rica,Americas,1982.9907708236583,73.45,2424367,5262.734751
Costa Rica,Americas,1987.7236674342885,74.752,2799811,5629.915318
Costa Rica,Americas,1992.9450422657005,75.713,3173216,6160.416317
Costa Rica,Americas,1997.9909121757962,77.26,3518107,6677.045314
Costa Rica,Americas,2001.8537935882762,78.123,3834934,7723.447195
Costa Rica,Americas,2005.9652076512918,78.782,4133884,9645.06142
Cote d'Ivoire,Africa,1952.79286807761,40.477,2977019,1388.594732
Cote d'Ivoire,Africa,1956.2078232973734,42.469,3300000,1500.895925
Cote d'Ivoire,Africa,1962.3876703459007,44.93,3832408,1728.869428
Cote d'Ivoire,Africa,1967.0720959619603,47.35,4744870,2052.050473
Cote d'Ivoire,Africa,1972.7012264582597,49.801,6071696,2378.201111
Cote d'Ivoire,Africa,1977.1352238912864,52.374,7459574,2517.736547
Cote d'Ivoire,Africa,1981.2974169854301,53.983,9025951,2602.710169
Cote d'Ivoire,Africa,1986.8508250066457,54.655,10761098,2156.956069
Cote d'Ivoire,Africa,1991.7582703736393,52.044,12772596,1648.073791
Cote d'Ivoire,Africa,1995.7626003555886,47.991,14625967,1786.265407
Cote d'Ivoire,Africa,2001.6780724305574,46.832,16252726,1648.800823
Cote d'Ivoire,Africa,2007.2093154358147,48.328,18013409,1544.750112
Croatia,Europe,1951.0178364833296,61.21,3882229,3119.23652
Croatia,Europe,1958.1979073759394,64.77,3991242,4338.231617
Croatia,Europe,1960.6146265300004,67.13,4076557,5477.890018
Croatia,Europe,1966.1182635081555,68.5,4174366,6960.297861
Croatia,Europe,1973.3058165615837,69.61,4225310,9164.090127
Croatia,Europe,1976.2629999483872,70.64,4318673,11305.38517
Croatia,Europe,1983.2845788476957,70.46,4413368,13221.82184
Croatia,Europe,1988.3077580909778,71.52,4484310,13822.58394
Croatia,Europe,1991.3230774698918,72.527,4494013,8447.794873
Croatia,Europe,1995.8054072734578,73.68,4444595,9875.604515
Croatia,Europe,2001.932561614268,74.876,4481020,11628.38895
Croatia,Europe,2007.374421638611,75.748,4493312,14619.22272
Cuba,Americas,1952.0439620356121,59.421,6007797,5586.53878
Cuba,Americas,1955.9213382286885,62.325,6640752,6092.174359
Cuba,Americas,1961.4788725522837,65.246,7254373,5180.75591
Cuba,Americas,1966.4812672420417,68.29,8139332,5690.268015
Cuba,Americas,1972.0074664585732,70.723,8831348,5305.445256
Cuba,Americas,1978.206110337004,72.649,9537988,6380.494966
Cuba,Americas,1983.4470479080817,73.717,9789224,7316.918107
Cuba,Americas,1987.896705898838,74.174,10239839,7532.924763
Cuba,Americas,1991.4094749001717,74.414,10723260,5592.843963
Cuba,Americas,1997.3755027077088,76.151,10983007,5431.990415
Cuba,Americas,2001.2171566544432,77.158,11226999,6340.646683
Cuba,Americas,2006.138888987778,78.273,11416987,8948.102923
Czech Republic,Europe,1952.620790556211,66.87,9125183,6876.14025
Czech Republic,Europe,1956.5155897183163,69.03,9513758,8256.343918
Czech Republic,Europe,1961.0857912785152,69.9,9620282,10136.86713
Czech Republic,Europe,1966.8261175122109,70.38,9835109,11399.44489
Czech Republic,Europe,1972.0532561840228,70.29,9862158,13108.4536
Czech Republic,Europe,1976.5590397276562,70.71,10161915,14800.16062
Czech Republic,Europe,1980.7817839306233,70.96,10303704,15377.22855
Czech Republic,Europe,1988.3191777327997,71.58,10311597,16310.4434
Czech Republic,Europe,1991.7411088398007,72.4,10315702,14297.02122
Czech Republic,Europe,1995.703825920313,74.01,10300707,16048.51424
Czech Republic,Europe,2001.877778504156,75.51,10256295,17596.21022
Czech Republic,Europe,2008.2860696477837,76.486,10228744,22833.30851
Denmark,Europe,1952.5668569272966,70.78,4334000,9692.385245
Denmark,Europe,1957.040568960487,71.81,4487831,11099.65935
Denmark,Europe,1963.1739158082821,72.35,4646899,13583.31351
Denmark,Europe,1967.9020608992082,72.96,4838800,15937.21123
Denmark,Europe,1972.0059934392216,73.47,4991596,18866.20721
Denmark,Europe,1978.105782228285,74.69,5088419,20422.9015
Denmark,Europe,1982.4434152340932,74.63,5117810,21688.04048
Denmark,Europe,1987.137904417842,74.8,5127024,25116.17581
Denmark,Europe,1992.7917574543794,75.33,5171393,26406.73985
Denmark,Europe,1996.9309288484847,76.11,5283663,29804.34567
Denmark,Europe,2003.1455245969144,77.18,5374693,32166.50006
Denmark,Europe,2008.2635496825715,78.332,5468120,35278.41874
Djibouti,Africa,1953.0703615017962,34.812,63149,2669.529475
Djibouti,Africa,1957.7041476245086,37.328,71851,2864.969076
Djibouti,Africa,1962.1194227852031,39.693,89898,3020.989263
Djibouti,Africa,1968.1256958546187,42.074,127617,3020.050513
Djibouti,Africa,1972.002554389483,44.366,178848,3694.212352
Djibouti,Africa,1975.5275369888273,46.519,228694,3081.761022
