-0.25,-0.81,1
-0.89,0.74,-1
-0.92,0.37,1
-0.94,-0.2,1
0.73,0.29,1
-0.62,-0.98,-1
-0.57,-0.92,1
-0.64,0.95,-1
0.61,0.58,1
0.73,-0.98,1
0.13,0.38,-1
0.39,-0.7,1
-0.83,-0.93,1
-0.88,0.56,1
0.65,0.57,1
-0.51,-0.24,1
-0.48,0.42,1
-0.51,0.22,1
0.83,-0.62,1
-0.94,0.9,1
-0.23,-0.75,1
-0.4,0.38,1
0.73,-0.35,-1
-0.04,-0.95,-1
-0.34,0.13,-1
-0.09,-0.47,1
-0.51,-0.25,1
-0.39,0.77,1
-0.2,0.65,-1
-0.83,0.14,1
-0.27,-0.54,1
0.29,0.25,1
-0.8,0.98,-1
0.13,0.2,-1
0.77,-0.61,-1
0.86,0.72,1
-0.76,0.62,1
0.18,-0.14,1
0.79,-0.17,1
0.68,-0.46,1
-0.01,-0.15,-1
0.18,-0.53,1
-0.67,0.01,1
-0.04,-0.87,1
0.45,0.67,1
0.65,0.35,-1
-0.87,0.01,-1
0.5,-0.75,1
0.61,0.63,1
0.4,0.3,1
-0.84,-0.96,1
0.89,0.4,-1
0.16,0.72,-1
0.91,-0.31,1
0.71,-0.72,1
-0.7,-0.24,-1
-0.64,-0.4,1
0.21,-0.3,1
0.86,-0.68,1
-0.74,0.93,-1
0.39,0.86,1
-0.27,0.53,1
0.44,0.54,1
0.66,-0.6,1
-0.84,-0.75,1
0.71,0.67,-1
0.47,-0.57,1
0.41,-0.87,1
-0.88,0.41,1
-0.76,0.22,1
0.04,-0.01,1
-0.02,-0.2,-1
-0.34,-0.47,1
-0.56,0.25,1
-0.34,-0.68,-1
0.44,0.55,1
-0.94,-0.93,1
-0.88,-0.99,-1
-0.82,0.94,-1
-0.28,0.52,-1
-0.93,-0.7,1
-0.82,-0.51,-1
-0.13,-0.99,1
0.78,0.38,1
0.93,0.81,-1
0.21,-0.08,-1
-0.48,0.76,-1
0.03,0.45,-1
-0.3,0.75,1
0.91,0.48,-1
-0.13,-0.16,1
-0.45,0.85,1
-0.11,0.6,1
-0.11,0.8,-1
0.65,-0.74,-1
0.2,-0.39,1
0.74,-0.47,1
1,0.79,1
-0.29,-0.73,1
-0.35,-0.94,-1
-0.8,0.95,-1
0.53,-0.21,1
0.24,-0.88,-1
0.14,0.76,1
-0.08,-0.29,1
-0.42,0.5,1
-0.99,-0.73,1
-0.98,0.67,1
0.34,0.91,-1
0.68,0.59,1
0.65,0.05,1
-0.16,-0.78,1
0.11,0.79,-1
-0.02,-0.43,1
0.62,0.39,-1
-0.71,-0.21,-1
0.42,-0.97,-1
-0.6,0.02,-1
0.51,-0.15,1
0.21,-0.82,1
-0.47,0.61,1
-0.06,0.91,-1
-0.75,-0.64,-1
-0.76,-0.04,1
-0.58,0.39,1
-0.92,0,-1
-0.9,-0.24,1
-0.13,0.62,1
-0.6,0.04,1
0.38,0.28,-1
-0.08,-0.62,1
-0.47,-0.07,-1
-0.46,-0.99,1
0.33,-0.95,1
0.15,-0.5,-1
-0.23,-0.64,-1
0.2,-0.45,1
1,0.9,1
0.18,0.88,-1
-0.61,0.11,-1
-0.32,-0.45,1
-0.47,-0.02,-1
0.03,0.75,1
-0.54,0.41,-1
-0.41,-0.97,-1
0.21,0.91,1
0.01,-0.83,1
-0.08,0.88,-1
0.91,0.99,-1
0.44,0.25,1
-0.3,0.57,1
-0.83,-0.32,-1
-0.91,-0.02,1
0.48,-0.13,-1
-0.81,-0.72,-1
-0.99,-0.2,1
0.75,-0.06,1
-0.68,0.61,1
0.55,-0.45,1
0.58,-0.26,1
0.37,0.07,-1
-0.03,-0.83,1
-0.87,-0.71,-1
0.04,0.45,1
0.55,0.09,1
0.29,0.21,1
0.59,0.38,1
-0.69,0.75,1
-0.95,0.95,1
0.27,-0.77,-1
-0.03,-0.67,1
-0.08,0.42,-1
0.19,0,-1
-0.38,-0.75,1
-0.2,-0.02,-1
-0.69,0.92,-1
0.59,0.88,1
-0.68,0.06,1
-0.18,0.77,-1
0.13,0.69,1
0.02,-0.61,1
0.34,0.09,-1
-0.4,-1,1
-0.28,-0.37,1
0.2,0.19,1
-0.25,0.58,1
-0.09,-0.06,1
-0.36,0.11,1
0.84,-0.29,1
0.68,-0.31,-1
0.65,-0.29,1
-0.85,-0.24,1
0.45,-0.66,1
0.75,0.69,-1
-0.37,-0.25,-1
-0.64,0.82,1
-0.21,0.09,1
0.21,0.06,-1
0.85,0.72,-1
-0.63,0.57,1
-0.59,0.93,1
-0.44,0.46,1
0.84,-0.55,1
-0.25,0.96,1
-0.12,0.16,-1
-0.32,-0.63,-1
-0.44,0.54,1
0.63,-0.93,1
-0.78,-0.46,1
-0.54,0.23,1
-0.48,-0.2,-1
-0.25,-0.41,-1
-0.34,0.33,1
0.67,0.81,1
0.32,0.54,1
0.18,0.51,1
-0.81,-0.32,1
-0.41,0.58,-1
0.69,0.2,-1
0.84,-0.09,-1
-0.9,0.28,-1
-0.16,-0.76,1
0.76,-0.38,-1
0.94,-0.27,1
-0.41,-0.76,1
-0.71,-0.02,1
0.65,0.48,1
0.03,-0.83,1
0.3,0.54,1
0.4,0.29,1
-0.12,0.29,1
-0.08,-0.81,1
0.23,-0.78,-1
-0.74,-0.97,-1
-0.55,-0.97,1
-0.84,0.43,1
0.23,-0.73,-1
0.56,-0.48,1
-0.68,-0.33,1
-0.83,-0.5,1
0.29,0.07,-1
0.22,-0.56,-1
0.03,-0.23,-1
-0.57,0.96,1
0.95,0.94,1
0.96,0.49,-1
-0.8,-0.48,1
0.89,-0.79,1
-0.49,0.42,1
0.38,-0.08,1
-0.87,0.91,-1
0.54,0.42,1
0.4,0.07,1
0.35,-0.73,1
-1,-0.07,1
-0.61,-0.22,1
-0.11,0.11,1
0.4,0.28,1
0.09,0.39,1
0.12,0.05,1
0.87,-0.7,1
-0.47,0.65,-1
0.27,0.18,-1
-0.12,0.41,-1
0.27,0.19,-1
0.41,-0.18,1
-0.99,0.47,1
-0.63,0.71,1
-0.4,0.43,1
-0.17,-0.78,-1
0.57,0.71,-1
0.56,0.14,-1
0.87,0.44,-1
0.58,0.87,1
-0.81,-0.45,1
0.26,-0.16,-1
0.22,-0.94,-1
-0.97,0.15,-1
0.46,0.32,1
-0.22,-0.06,1
-0.46,0.07,1
-0.05,-0.02,1
0.39,0.02,-1
0,-0.6,-1
-0.82,-0.51,-1
0.55,-0.39,1
-0.41,-0.36,-1
-0.12,-0.66,1
-0.73,0.53,1
0.3,0.78,1
-0.12,0.83,-1
0.99,0.15,1
0.44,0.59,-1
-0.65,-0.66,-1
0.05,-0.17,-1
0.74,0.15,-1
-0.92,0.93,-1
0.11,-0.61,-1
0.96,-0.51,1
0.62,0.57,1
0.11,-0.63,1
-0.69,-0.54,1
0,0.61,1
0.21,0.25,1
0.44,0.39,-1
0.08,0.2,1
0.3,-0.16,1
0.45,-0.15,1
-0.57,-0.6,1
-0.83,0.24,1
0.58,-0.24,-1
-0.66,-0.35,-1
0.03,0.85,1
-0.69,-0.97,1
0.76,0,1
0.92,-0.07,-1
0.02,0.92,1
-0.74,-0.52,1
-0.33,-0.15,-1
0.1,-0.09,-1
0.93,-0.13,1
-0.91,0,1
0.76,0.28,-1
-0.85,0.5,1
-0.86,-0.76,-1
-0.02,0.71,-1
-0.59,0.94,-1
0.93,0.71,-1
0.92,-0.1,-1
-0.46,-0.94,1
-0.98,0.41,-1
0,0.14,-1
0.05,-0.26,1
-0.78,0.43,1
0.4,-0.95,1
0.64,0.49,1
-0.98,-0.13,1
0.1,-0.58,1
0.18,-0.88,1
0.39,-0.51,1
-0.44,0.29,-1
0.57,-0.44,-1
0.76,0.84,-1
-0.17,-0.99,1
0.85,0.17,-1
-0.69,0.57,1
-0.23,0.32,1
-0.31,-0.08,1
-0.55,0.15,1
-0.1,-0.04,1
-0.01,-0.03,-1
-0.74,-0.22,1
0.51,-0.76,-1
-0.07,-0.38,1
-0.49,0.21,1
0.57,0.28,1
-0.83,-0.54,-1
0.86,-0.33,1
-0.54,-0.55,1
